24327642_1065871216889303_7527548305048338432_n.jpg,0,0,0.133,0,0.171,0,0,0,0.086,0.002,0,0.102,0,0.001,0,0.184,0.002,0,0.261,0,0,0,0,0.058,0,0,0,0,0.133,0,0,0.171,0,0,0.088,0,0,0,0.103,0,0.002,0,0.184,0,0.261,0,0,0,0,0.058,0,0,0,0,0.133,0,0.171,0,0,0.088,0,0,0,0.103,0,0.002,0,0.184,0,0,0.261,0,0,0,0,0.058,0,0
24331605_133334037314763_5103042414667366400_n.jpg,0,0,0.06,0,0.051,0.08,0,0.104,0,0.153,0,0,0.054,0.067,0,0.046,0,0,0,0.037,0,0,0,0,0,0,0,0,0.213,0.043,0.126,0.118,0,0,0.061,0,0,0,0.054,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0.06,0,0.153,0.123,0,0.164,0,0,0,0.061,0.054,0,0,0,0,0,0,0.037,0,0,0,0,0,0
24174754_311913215983320_4725341289850077184_n.jpg,0,0,0,0,0.052,0.269,0.073,0,0,0.052,0,0,0,0.024,0,0.137,0,0,0,0.279,0,0,0.051,0,0,0,0,0,0.016,0.036,0.342,0,0,0.052,0,0,0,0.161,0,0,0.279,0,0,0.051,0,0,0,0,0,0,0,0,0,0.016,0.036,0.342,0,0,0.035,0.017,0,0.161,0,0,0.279,0,0,0.051,0,0,0,0,0,0,0,0,0,0
24332090_1334736026653766_3252907504417374208_n.jpg,0,0,0,0,0,0.109,0,0.055,0,0,0.074,0,0,0.082,0.469,0,0.021,0.084,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0.109,0,0,0.066,0.013,0.021,0,0.074,0,0,0,0.54,0,0.071,0,0,0,0.016,0,0,0,0,0,0,0,0.011,0.122,0.021,0,0.055,0,0,0,0.074,0,0,0,0.54,0,0.071,0,0,0,0.016,0,0,0
24327121_1498010203647947_7485953092974804992_n.jpg,0,0,0,0,0,0,0,0.038,0,0.039,0.084,0.054,0.031,0.082,0.064,0,0.395,0.029,0,0,0,0,0,0,0,0.006,0,0,0,0,0.038,0,0,0.138,0.039,0,0,0.095,0.082,0,0.029,0.395,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0.038,0,0.054,0.123,0,0,0.177,0,0,0.395,0.029,0,0,0,0,0,0,0,0,0,0.006,0
24327619_696706633869863_7338212437105049600_n.jpg,0,0,0.124,0,0,0,0.013,0.01,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0.004,0.004,0.455,0,0,0,0,0.124,0,0.013,0,0,0.011,0,0,0,0.004,0,0,0,0,0.004,0,0,0,0.001,0,0.308,0.147,0,0.013,0.01,0,0,0.124,0,0,0.001,0,0.304,0,0,0,0.147,0,0,0.004,0,0,0.005,0.004,0,0,0,0,0
24838807_375479909558994_5843422238795104256_n.jpg,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.0,0,0,0.048,0.01,0,0.032,0,0.246,0.055,0,0.397,0,0,0,0,0,0.071,0,0,0,0.246,0.032,0,0.397,0.055,0,0,0.0,0,0,0,0,0,0.017,0,0,0,0,0,0,0.041,0,0,0,0.246,0.062,0,0.384,0.055,0.02,0,0,0.01,0,0,0.0,0,0,0,0,0,0,0,0
24845162_152114232180431_34451753747349504_n.jpg,0,0.018,0.066,0.452,0.05,0,0.358,0.012,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0.019,0,0,0,0,0.066,0.018,0.05,0.134,0.318,0,0.042,0.316,0,0.012,0,0,0,0,0.007,0,0,0,0,0,0,0.019,0,0,0,0,0.084,0,0.502,0,0.358,0,0.012,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0.019,0,0
24327578_864399153718424_3539087957103214592_n.jpg,0,0,0.093,0,0,0.155,0,0,0.133,0,0,0.16,0,0,0,0.069,0.074,0,0,0.085,0,0,0,0.001,0.126,0.002,0,0,0.093,0,0.229,0,0,0,0.133,0,0,0.16,0,0,0,0.069,0,0,0.001,0.085,0,0,0.002,0,0.126,0,0,0,0,0.093,0,0.155,0.074,0,0,0.133,0,0,0.16,0.001,0,0.002,0.069,0,0,0.085,0,0,0,0,0.126,0
24327727_1349316191864857_3284952603305181184_n.jpg,0,0,0,0,0.064,0,0,0,0,0,0,0.03,0,0,0,0.029,0.094,0,0,0.192,0,0,0.028,0.264,0.028,0,0,0,0,0,0.064,0,0,0.03,0,0,0.123,0,0,0,0.142,0,0,0,0,0.292,0,0.028,0.05,0,0,0,0,0,0,0,0,0.064,0,0,0.03,0,0.094,0.029,0,0.142,0,0,0,0.028,0.214,0,0.078,0,0.05,0,0,0
24327627_1975936865769433_8483130441954492416_n.jpg,0,0,0.127,0,0,0.053,0,0,0.055,0,0,0.055,0.055,0,0,0.085,0.106,0.138,0.08,0,0.068,0,0,0,0,0,0,0,0.127,0,0,0.053,0,0,0.055,0,0,0,0.11,0,0,0.106,0.085,0,0.068,0.218,0,0,0,0,0,0,0,0,0.127,0,0,0.053,0,0,0.055,0,0.055,0.055,0,0.106,0,0,0.153,0,0,0.08,0.138,0,0,0,0,0
24327648_305548376611680_1973962687159205888_n.jpg,0,0,0.189,0,0,0.046,0,0,0.068,0.08,0,0.029,0,0.081,0,0,0.269,0,0,0.047,0,0,0,0,0,0,0,0,0.189,0,0,0.046,0,0.08,0.068,0,0,0,0.064,0,0,0.315,0,0,0.047,0,0,0,0,0,0,0,0,0,0.189,0,0.092,0,0.109,0.068,0,0,0,0.035,0,0,0.269,0,0,0.047,0,0,0,0,0,0,0,0
